,ID,Name,location,Cuisines,rating,Dining_review,Delivery_Reviews,cost_for_one
0,0,Kannur Food Point,BTM,Kerala,3.799999952,557,48300,200
1,0,Kannur Food Point,BTM,Chinese,3.799999952,557,48300,200
2,0,Kannur Food Point,BTM,South Indian,3.799999952,557,48300,200
3,0,Kannur Food Point,BTM,Arabian,3.799999952,557,48300,200
4,0,Kannur Food Point,BTM,Juices,3.799999952,557,48300,200
5,0,Kannur Food Point,BTM,Beverages,3.799999952,557,48300,200
6,0,Kannur Food Point,BTM,Shake,3.799999952,557,48300,200
7,1,Empire Restaurant,Church Street,North Indian,4,4501,14300,200
8,1,Empire Restaurant,Church Street,Biryani,4,4501,14300,200
9,1,Empire Restaurant,Church Street,Kebab,4,4501,14300,200
10,1,Empire Restaurant,Church Street,Chinese,4,4501,14300,200
11,1,Empire Restaurant,Church Street,South Indian,4,4501,14300,200
12,1,Empire Restaurant,Church Street,Mughlai,4,4501,14300,200
13,1,Empire Restaurant,Church Street,Beverages,4,4501,14300,200
14,2,Falahaar & Kota Kachori,Koramangala 7th Block,North Indian,3.900000095,3671,80000,200
15,2,Falahaar & Kota Kachori,Koramangala 7th Block,Rajasthani,3.900000095,3671,80000,200
16,2,Falahaar & Kota Kachori,Koramangala 7th Block,Fast Food,3.900000095,3671,80000,200
17,2,Falahaar & Kota Kachori,Koramangala 7th Block,Mithai,3.900000095,3671,80000,200
18,2,Falahaar & Kota Kachori,Koramangala 7th Block,Beverages,3.900000095,3671,80000,200
19,2,Falahaar & Kota Kachori,Koramangala 7th Block,Desserts,3.900000095,3671,80000,200
20,3,Domino's Pizza,MG Road,Pizza,3.599999905,83,1966,200
21,3,Domino's Pizza,MG Road,Fast Food,3.599999905,83,1966,200
22,3,Domino's Pizza,MG Road,Desserts,3.599999905,83,1966,200
23,3,Domino's Pizza,MG Road,Beverages,3.599999905,83,1966,200
24,4,Sri Srinivas Pork Hotel,Ejipura,Fast Food,3.299999952,41,2384,200
25,5,Leon's Burgers & Wings,Koramangala 5th Block,Burger,4.199999809,691,42500,200
26,5,Leon's Burgers & Wings,Koramangala 5th Block,Fast Food,4.199999809,691,42500,200
27,5,Leon's Burgers & Wings,Koramangala 5th Block,Wraps,4.199999809,691,42500,200
28,5,Leon's Burgers & Wings,Koramangala 5th Block,Street Food,4.199999809,691,42500,200
29,5,Leon's Burgers & Wings,Koramangala 5th Block,Desserts,4.199999809,691,42500,200
30,5,Leon's Burgers & Wings,Koramangala 5th Block,Beverages,4.199999809,691,42500,200
31,6,McDonald's,MG Road,Burger,4,211,5610,200
32,6,McDonald's,MG Road,Fast Food,4,211,5610,200
33,6,McDonald's,MG Road,Beverages,4,211,5610,200
34,7,Tibb's Frankie,Indiranagar,Rolls,3.5,0,39,200
35,8,KFC,Shanti Nagar,Burger,4.099999905,213,1479,200
36,8,KFC,Shanti Nagar,Fast Food,4.099999905,213,1479,200
37,8,KFC,Shanti Nagar,Biryani,4.099999905,213,1479,200
38,8,KFC,Shanti Nagar,Desserts,4.099999905,213,1479,200
39,8,KFC,Shanti Nagar,Beverages,4.099999905,213,1479,200
40,9,Kanti Sweets,Brigade Road,Mithai,4.5,109,2540,50
41,555,Kanti Sweets,MG Road,Mithai,4.5,2,244,50
42,9,Kanti Sweets,Brigade Road,Street Food,4.5,109,2540,50
43,555,Kanti Sweets,MG Road,Street Food,4.5,2,244,50
44,9,Kanti Sweets,Brigade Road,Mithai,4.5,109,2540,50
45,555,Kanti Sweets,MG Road,Mithai,4.5,2,244,50
46,9,Kanti Sweets,Brigade Road,Street Food,4.5,109,2540,50
47,555,Kanti Sweets,MG Road,Street Food,4.5,2,244,50
48,9,Kanti Sweets,Brigade Road,Mithai,4.599999905,109,2540,200
49,555,Kanti Sweets,MG Road,Mithai,4.599999905,2,244,200
50,9,Kanti Sweets,Brigade Road,Street Food,4.599999905,109,2540,200
51,555,Kanti Sweets,MG Road,Street Food,4.599999905,2,244,200
52,9,Kanti Sweets,Brigade Road,Mithai,4.599999905,109,2540,200
53,555,Kanti Sweets,MG Road,Mithai,4.599999905,2,244,200
54,9,Kanti Sweets,Brigade Road,Street Food,4.599999905,109,2540,200
55,555,Kanti Sweets,MG Road,Street Food,4.599999905,2,244,200
56,10,Five Star Chicken,Wilson Garden,Roast Chicken,4,0,125,50
57,10,Five Star Chicken,Wilson Garden,Burger,4,0,125,50
58,10,Five Star Chicken,Wilson Garden,Fast Food,4,0,125,50
59,10,Five Star Chicken,Wilson Garden,Wraps,4,0,125,50
60,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,South Indian,4.199999809,3,442,50
61,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,Street Food,4.199999809,3,442,50
62,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,North Indian,4.199999809,3,442,50
63,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,Chinese,4.199999809,3,442,50
64,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,Fast Food,4.199999809,3,442,50
65,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,Beverages,4.199999809,3,442,50
66,11,A2B - Adyar Ananda Bhavan,Shanti Nagar,Desserts,4.199999809,3,442,50
67,12,Hari Super Sandwich,Brigade Road,Fast Food,3.599999905,14,1348,50
68,69,Hari Super Sandwich,Basavanagudi,Fast Food,3.599999905,48,5143,50
69,12,Hari Super Sandwich,Brigade Road,Sandwich,3.599999905,14,1348,50
70,69,Hari Super Sandwich,Basavanagudi,Sandwich,3.599999905,48,5143,50
71,12,Hari Super Sandwich,Brigade Road,Street Food,3.599999905,14,1348,50
72,69,Hari Super Sandwich,Basavanagudi,Street Food,3.599999905,48,5143,50
73,12,Hari Super Sandwich,Brigade Road,Street Food,3.599999905,14,1348,50
74,69,Hari Super Sandwich,Basavanagudi,Street Food,3.599999905,48,5143,50
75,12,Hari Super Sandwich,Brigade Road,Fast Food,3.599999905,14,1348,50
76,69,Hari Super Sandwich,Basavanagudi,Fast Food,3.599999905,48,5143,50
77,12,Hari Super Sandwich,Brigade Road,Sandwich,3.599999905,14,1348,50
78,69,Hari Super Sandwich,Basavanagudi,Sandwich,3.599999905,48,5143,50
79,12,Hari Super Sandwich,Brigade Road,Fast Food,4.099999905,14,1348,100
80,69,Hari Super Sandwich,Basavanagudi,Fast Food,4.099999905,48,5143,100
81,12,Hari Super Sandwich,Brigade Road,Sandwich,4.099999905,14,1348,100
82,69,Hari Super Sandwich,Basavanagudi,Sandwich,4.099999905,48,5143,100
83,12,Hari Super Sandwich,Brigade Road,Street Food,4.099999905,14,1348,100
84,69,Hari Super Sandwich,Basavanagudi,Street Food,4.099999905,48,5143,100
85,12,Hari Super Sandwich,Brigade Road,Street Food,4.099999905,14,1348,100
86,69,Hari Super Sandwich,Basavanagudi,Street Food,4.099999905,48,5143,100
87,12,Hari Super Sandwich,Brigade Road,Fast Food,4.099999905,14,1348,100
88,69,Hari Super Sandwich,Basavanagudi,Fast Food,4.099999905,48,5143,100
89,12,Hari Super Sandwich,Brigade Road,Sandwich,4.099999905,14,1348,100
90,69,Hari Super Sandwich,Basavanagudi,Sandwich,4.099999905,48,5143,100
91,13,WOW! Momo,Church Street,Momos,4.099999905,0,10,50
92,13,WOW! Momo,Church Street,Fast Food,4.099999905,0,10,50
93,13,WOW! Momo,Church Street,Tibetan,4.099999905,0,10,50
94,14,Kabab Magic,Richmond Town,North Indian,3.700000048,139,2927,50
95,14,Kabab Magic,Richmond Town,Kebab,3.700000048,139,2927,50
96,14,Kabab Magic,Richmond Town,Hyderabadi,3.700000048,139,2927,50
97,14,Kabab Magic,Richmond Town,Mughlai,3.700000048,139,2927,50
98,14,Kabab Magic,Richmond Town,Chinese,3.700000048,139,2927,50
99,14,Kabab Magic,Richmond Town,Rolls,3.700000048,139,2927,50
100,15,Thalassery Restaurant,Richmond Town,Kerala,3.599999905,0,253,50
101,15,Thalassery Restaurant,Richmond Town,South Indian,3.599999905,0,253,50
102,15,Thalassery Restaurant,Richmond Town,Seafood,3.599999905,0,253,50
103,15,Thalassery Restaurant,Richmond Town,North Indian,3.599999905,0,253,50
104,15,Thalassery Restaurant,Richmond Town,Chinese,3.599999905,0,253,50
105,15,Thalassery Restaurant,Richmond Town,Arabian,3.599999905,0,253,50
106,15,Thalassery Restaurant,Richmond Town,Beverages,3.599999905,0,253,50
107,15,Thalassery Restaurant,Richmond Town,Shake,3.599999905,0,253,50
108,16,MOJO Pizza - 2X Toppings,Shanti Nagar,Pizza,4.300000191,0,252,50
109,16,MOJO Pizza - 2X Toppings,Shanti Nagar,Fast Food,4.300000191,0,252,50
110,16,MOJO Pizza - 2X Toppings,Shanti Nagar,Desserts,4.300000191,0,252,50
111,16,MOJO Pizza - 2X Toppings,Shanti Nagar,Beverages,4.300000191,0,252,50
112,17,Subway,UB City,Healthy Food,3.700000048,135,1103,50
113,17,Subway,UB City,Fast Food,3.700000048,135,1103,50
114,17,Subway,UB City,Sandwich,3.700000048,135,1103,50
115,17,Subway,UB City,Salad,3.700000048,135,1103,50
116,17,Subway,UB City,Beverages,3.700000048,135,1103,50
117,17,Subway,UB City,Wraps,3.700000048,135,1103,50
118,18,Samosa Party,Brigade Road,Street Food,4.5,16,858,50
119,18,Samosa Party,Brigade Road,Tea,4.5,16,858,50
120,19,Lassi Shop,Basavanagudi,Beverages,3.599999905,0,2608,50
121,540,Lassi Shop,Frazer Town,Beverages,3.599999905,2,246,50
122,19,Lassi Shop,Basavanagudi,Fast Food,3.599999905,0,2608,50
123,540,Lassi Shop,Frazer Town,Fast Food,3.599999905,2,246,50
124,19,Lassi Shop,Basavanagudi,Burger,3.599999905,0,2608,50
125,540,Lassi Shop,Frazer Town,Burger,3.599999905,2,246,50
126,19,Lassi Shop,Basavanagudi,Shake,3.599999905,0,2608,50
127,540,Lassi Shop,Frazer Town,Shake,3.599999905,2,246,50
128,19,Lassi Shop,Basavanagudi,Juices,3.599999905,0,2608,50
129,540,Lassi Shop,Frazer Town,Juices,3.599999905,2,246,50
130,19,Lassi Shop,Basavanagudi,Ice Cream,3.599999905,0,2608,50
131,540,Lassi Shop,Frazer Town,Ice Cream,3.599999905,2,246,50
132,19,Lassi Shop,Basavanagudi,Desserts,3.599999905,0,2608,50
133,540,Lassi Shop,Frazer Town,Desserts,3.599999905,2,246,50
134,19,Lassi Shop,Basavanagudi,Beverages,3.599999905,0,2608,50
135,540,Lassi Shop,Frazer Town,Beverages,3.599999905,2,246,50
136,19,Lassi Shop,Basavanagudi,Ice Cream,3.599999905,0,2608,50
137,540,Lassi Shop,Frazer Town,Ice Cream,3.599999905,2,246,50
138,19,Lassi Shop,Basavanagudi,Desserts,3.599999905,0,2608,50
139,540,Lassi Shop,Frazer Town,Desserts,3.599999905,2,246,50
140,19,Lassi Shop,Basavanagudi,Shake,3.599999905,0,2608,50
141,540,Lassi Shop,Frazer Town,Shake,3.599999905,2,246,50
142,19,Lassi Shop,Basavanagudi,Beverages,3.299999952,0,2608,200
143,540,Lassi Shop,Frazer Town,Beverages,3.299999952,2,246,200
144,19,Lassi Shop,Basavanagudi,Fast Food,3.299999952,0,2608,200
145,540,Lassi Shop,Frazer Town,Fast Food,3.299999952,2,246,200
146,19,Lassi Shop,Basavanagudi,Burger,3.299999952,0,2608,200
147,540,Lassi Shop,Frazer Town,Burger,3.299999952,2,246,200
148,19,Lassi Shop,Basavanagudi,Shake,3.299999952,0,2608,200
149,540,Lassi Shop,Frazer Town,Shake,3.299999952,2,246,200
150,19,Lassi Shop,Basavanagudi,Juices,3.299999952,0,2608,200
151,540,Lassi Shop,Frazer Town,Juices,3.299999952,2,246,200
152,19,Lassi Shop,Basavanagudi,Ice Cream,3.299999952,0,2608,200
153,540,Lassi Shop,Frazer Town,Ice Cream,3.299999952,2,246,200
154,19,Lassi Shop,Basavanagudi,Desserts,3.299999952,0,2608,200
155,540,Lassi Shop,Frazer Town,Desserts,3.299999952,2,246,200
156,19,Lassi Shop,Basavanagudi,Beverages,3.299999952,0,2608,200
157,540,Lassi Shop,Frazer Town,Beverages,3.299999952,2,246,200
158,19,Lassi Shop,Basavanagudi,Ice Cream,3.299999952,0,2608,200
159,540,Lassi Shop,Frazer Town,Ice Cream,3.299999952,2,246,200
160,19,Lassi Shop,Basavanagudi,Desserts,3.299999952,0,2608,200
161,540,Lassi Shop,Frazer Town,Desserts,3.299999952,2,246,200
162,19,Lassi Shop,Basavanagudi,Shake,3.299999952,0,2608,200
163,540,Lassi Shop,Frazer Town,Shake,3.299999952,2,246,200
164,20,Nandhini Deluxe,St. Marks Road,Andhra,4.099999905,465,2521,50
165,20,Nandhini Deluxe,St. Marks Road,Biryani,4.099999905,465,2521,50
166,20,Nandhini Deluxe,St. Marks Road,South Indian,4.099999905,465,2521,50
167,20,Nandhini Deluxe,St. Marks Road,North Indian,4.099999905,465,2521,50
168,20,Nandhini Deluxe,St. Marks Road,Chinese,4.099999905,465,2521,50
169,20,Nandhini Deluxe,St. Marks Road,Mughlai,4.099999905,465,2521,50
170,20,Nandhini Deluxe,St. Marks Road,Desserts,4.099999905,465,2521,50
171,20,Nandhini Deluxe,St. Marks Road,Beverages,4.099999905,465,2521,50
172,21,Pizza Hut,Basavanagudi,Pizza,3.799999952,157,3495,200
173,21,Pizza Hut,Basavanagudi,Fast Food,3.799999952,157,3495,200
174,21,Pizza Hut,Basavanagudi,Desserts,3.799999952,157,3495,200
175,21,Pizza Hut,Basavanagudi,Beverages,3.799999952,157,3495,200
176,22,Burger King,Basavanagudi,Burger,4.199999809,670,20800,200
177,22,Burger King,Basavanagudi,Fast Food,4.199999809,670,20800,200
178,22,Burger King,Basavanagudi,Beverages,4.199999809,670,20800,200
179,22,Burger King,Basavanagudi,Desserts,4.199999809,670,20800,200
180,23,Meghana Foods,Koramangala 5th Block,Biryani,4.199999809,6846,78600,200
181,23,Meghana Foods,Koramangala 5th Block,Andhra,4.199999809,6846,78600,200
182,23,Meghana Foods,Koramangala 5th Block,North Indian,4.199999809,6846,78600,200
183,23,Meghana Foods,Koramangala 5th Block,Seafood,4.199999809,6846,78600,200
184,24,Onesta,Koramangala 5th Block,Pizza,3.599999905,9640,12100,200
185,24,Onesta,Koramangala 5th Block,Pasta,3.599999905,9640,12100,200
186,24,Onesta,Koramangala 5th Block,Fast Food,3.599999905,9640,12100,200
187,24,Onesta,Koramangala 5th Block,Sandwich,3.599999905,9640,12100,200
188,24,Onesta,Koramangala 5th Block,Beverages,3.599999905,9640,12100,200
189,24,Onesta,Koramangala 5th Block,Desserts,3.599999905,9640,12100,200
190,25,Al-Bek,Jayanagar,Mughlai,4,959,33800,200
191,25,Al-Bek,Jayanagar,Arabian,4,959,33800,200
192,25,Al-Bek,Jayanagar,North Indian,4,959,33800,200
193,25,Al-Bek,Jayanagar,Chinese,4,959,33800,200
194,25,Al-Bek,Jayanagar,Seafood,4,959,33800,200
195,26,Polar Bear,Basavanagudi,Ice Cream,4.300000191,261,4728,200
196,26,Polar Bear,Basavanagudi,Beverages,4.300000191,261,4728,200
197,26,Polar Bear,Basavanagudi,Shake,4.300000191,261,4728,200
198,27,Nandhana Palace,Koramangala 4th Block,Biryani,4,1462,8282,200
199,27,Nandhana Palace,Koramangala 4th Block,Andhra,4,1462,8282,200
200,27,Nandhana Palace,Koramangala 4th Block,North Indian,4,1462,8282,200
201,27,Nandhana Palace,Koramangala 4th Block,Chinese,4,1462,8282,200
202,27,Nandhana Palace,Koramangala 4th Block,Mughlai,4,1462,8282,200
203,27,Nandhana Palace,Koramangala 4th Block,South Indian,4,1462,8282,200
204,27,Nandhana Palace,Koramangala 4th Block,Desserts,4,1462,8282,200
205,27,Nandhana Palace,Koramangala 4th Block,Beverages,4,1462,8282,200
206,28,Corner House Ice Creams,Basavanagudi,Ice Cream,4.5,0,2356,200
207,28,Corner House Ice Creams,Basavanagudi,Desserts,4.5,0,2356,200
208,28,Corner House Ice Creams,Basavanagudi,Shake,4.5,0,2356,200
209,29,Goli Vada Pav No. 1,Jayanagar,Street Food,4.099999905,0,1070,200
210,29,Goli Vada Pav No. 1,Jayanagar,Burger,4.099999905,0,1070,200
211,29,Goli Vada Pav No. 1,Jayanagar,Fast Food,4.099999905,0,1070,200
212,29,Goli Vada Pav No. 1,Jayanagar,Ice Cream,4.099999905,0,1070,200
213,30,CakeZone,Koramangala 6th Block,Bakery,4.099999905,0,2187,200
214,30,CakeZone,Koramangala 6th Block,Ice Cream,4.099999905,0,2187,200
215,31,La Pino'z Pizza,Basavanagudi,Pizza,3.799999952,18,3012,200
216,31,La Pino'z Pizza,Basavanagudi,Italian,3.799999952,18,3012,200
217,32,Anand Sweets And Savouries,Koramangala 5th Block,Mithai,4.300000191,974,7701,200
218,32,Anand Sweets And Savouries,Koramangala 5th Block,Street Food,4.300000191,974,7701,200
219,32,Anand Sweets And Savouries,Koramangala 5th Block,Beverages,4.300000191,974,7701,200
220,32,Anand Sweets And Savouries,Koramangala 5th Block,Desserts,4.300000191,974,7701,200
221,33,Faasos - Wraps & Rolls,Shanti Nagar,Rolls,4,0,743,150
222,33,Faasos - Wraps & Rolls,Shanti Nagar,Wraps,4,0,743,150
223,33,Faasos - Wraps & Rolls,Shanti Nagar,Fast Food,4,0,743,150
224,34,Ovenstory Pizza,Shanti Nagar,Pizza,4,0,939,150
225,34,Ovenstory Pizza,Shanti Nagar,Fast Food,4,0,939,150
226,35,Wendy's,Shanti Nagar,Burger,3.700000048,0,451,150
227,35,Wendy's,Shanti Nagar,Fast Food,3.700000048,0,451,150
228,35,Wendy's,Shanti Nagar,American,3.700000048,0,451,150
229,36,EasyBites by Empire,Church Street,Burger,3.700000048,0,270,150
230,36,EasyBites by Empire,Church Street,Fast Food,3.700000048,0,270,150
231,36,EasyBites by Empire,Church Street,Beverages,3.700000048,0,270,150
232,37,EatFit,Cunningham Road,Healthy Food,4.099999905,0,1567,150
233,37,EatFit,Cunningham Road,North Indian,4.099999905,0,1567,150
234,37,EatFit,Cunningham Road,Pizza,4.099999905,0,1567,150
235,37,EatFit,Cunningham Road,Burger,4.099999905,0,1567,150
236,37,EatFit,Cunningham Road,Pasta,4.099999905,0,1567,150
237,37,EatFit,Cunningham Road,Biryani,4.099999905,0,1567,150
238,37,EatFit,Cunningham Road,Chinese,4.099999905,0,1567,150
239,37,EatFit,Cunningham Road,Beverages,4.099999905,0,1567,150
240,38,Kwalitywall's Frozen Dessert And Ice Cream Shop,Wilson Garden,Ice Cream,4.599999905,0,350,150
241,38,Kwalitywall's Frozen Dessert And Ice Cream Shop,Wilson Garden,Desserts,4.599999905,0,350,150
242,39,California Burrito,Sigma Mall,Mexican,4.099999905,152,3675,150
243,39,California Burrito,Sigma Mall,Fast Food,4.099999905,152,3675,150
244,39,California Burrito,Sigma Mall,Beverages,4.099999905,152,3675,150
245,40,Natural Ice Cream,St. Marks Road,Ice Cream,4.5,251,1095,150
246,40,Natural Ice Cream,St. Marks Road,Beverages,4.5,251,1095,150
247,41,Chai Point,Church Street,Tea,4.099999905,205,1555,150
248,41,Chai Point,Church Street,Beverages,4.099999905,205,1555,150
249,41,Chai Point,Church Street,Shake,4.099999905,205,1555,150
250,41,Chai Point,Church Street,Fast Food,4.099999905,205,1555,150
251,41,Chai Point,Church Street,Rolls,4.099999905,205,1555,150
252,41,Chai Point,Church Street,Desserts,4.099999905,205,1555,150
253,41,Chai Point,Church Street,Coffee,4.099999905,205,1555,150
254,42,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",Brigade Road,Beverages,4.099999905,0,784,150
255,42,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",Brigade Road,Desserts,4.099999905,0,784,150
256,42,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",Brigade Road,Ice Cream,4.099999905,0,784,150
257,42,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",Brigade Road,Waffle,4.099999905,0,784,150
258,42,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",Brigade Road,Bakery,4.099999905,0,784,150
259,42,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",Brigade Road,Healthy Food,4.099999905,0,784,150
260,43,Rolls On Wheels,Cunningham Road,North Indian,4.099999905,84,1116,150
261,557,Rolls On Wheels,Basavanagudi,North Indian,4.099999905,119,2407,150
262,43,Rolls On Wheels,Cunningham Road,Rolls,4.099999905,84,1116,150
263,557,Rolls On Wheels,Basavanagudi,Rolls,4.099999905,119,2407,150
264,43,Rolls On Wheels,Cunningham Road,Fast Food,4.099999905,84,1116,150
265,557,Rolls On Wheels,Basavanagudi,Fast Food,4.099999905,119,2407,150
266,43,Rolls On Wheels,Cunningham Road,North Indian,4.099999905,84,1116,150
267,557,Rolls On Wheels,Basavanagudi,North Indian,4.099999905,119,2407,150
268,43,Rolls On Wheels,Cunningham Road,Rolls,4.099999905,84,1116,150
269,557,Rolls On Wheels,Basavanagudi,Rolls,4.099999905,119,2407,150
270,43,Rolls On Wheels,Cunningham Road,Fast Food,4.099999905,84,1116,150
271,557,Rolls On Wheels,Basavanagudi,Fast Food,4.099999905,119,2407,150
272,43,Rolls On Wheels,Cunningham Road,North Indian,4.199999809,84,1116,200
273,557,Rolls On Wheels,Basavanagudi,North Indian,4.199999809,119,2407,200
274,43,Rolls On Wheels,Cunningham Road,Rolls,4.199999809,84,1116,200
275,557,Rolls On Wheels,Basavanagudi,Rolls,4.199999809,119,2407,200
276,43,Rolls On Wheels,Cunningham Road,Fast Food,4.199999809,84,1116,200
277,557,Rolls On Wheels,Basavanagudi,Fast Food,4.199999809,119,2407,200
278,43,Rolls On Wheels,Cunningham Road,North Indian,4.199999809,84,1116,200
279,557,Rolls On Wheels,Basavanagudi,North Indian,4.199999809,119,2407,200
280,43,Rolls On Wheels,Cunningham Road,Rolls,4.199999809,84,1116,200
281,557,Rolls On Wheels,Basavanagudi,Rolls,4.199999809,119,2407,200
282,43,Rolls On Wheels,Cunningham Road,Fast Food,4.199999809,84,1116,200
283,557,Rolls On Wheels,Basavanagudi,Fast Food,4.199999809,119,2407,200
284,44,Behrouz Biryani,Shanti Nagar,Biryani,4.400000095,0,427,150
285,44,Behrouz Biryani,Shanti Nagar,Kebab,4.400000095,0,427,150
286,44,Behrouz Biryani,Shanti Nagar,Hyderabadi,4.400000095,0,427,150
287,44,Behrouz Biryani,Shanti Nagar,Lucknowi,4.400000095,0,427,150
288,45,Amma's Pastries,Basavanagudi,Bakery,3.799999952,0,671,50
289,395,Amma's Pastries,Koramangala 7th Block,Bakery,3.799999952,0,223,50
290,45,Amma's Pastries,Basavanagudi,Bakery,3.799999952,0,671,50
291,395,Amma's Pastries,Koramangala 7th Block,Bakery,3.799999952,0,223,50
292,45,Amma's Pastries,Basavanagudi,Bakery,4,0,671,250
293,395,Amma's Pastries,Koramangala 7th Block,Bakery,4,0,223,250
294,45,Amma's Pastries,Basavanagudi,Bakery,4,0,671,250
295,395,Amma's Pastries,Koramangala 7th Block,Bakery,4,0,223,250
296,46,Mani's Dum Biryani,Koramangala 5th Block,Biryani,4.099999905,882,10900,50
297,46,Mani's Dum Biryani,Koramangala 5th Block,Kebab,4.099999905,882,10900,50
298,47,Sharief Bhai,Koramangala 5th Block,Biryani,4,2334,15600,50
299,47,Sharief Bhai,Koramangala 5th Block,Mughlai,4,2334,15600,50
300,47,Sharief Bhai,Koramangala 5th Block,Kebab,4,2334,15600,50
301,47,Sharief Bhai,Koramangala 5th Block,Afghan,4,2334,15600,50
302,47,Sharief Bhai,Koramangala 5th Block,Street Food,4,2334,15600,50
303,47,Sharief Bhai,Koramangala 5th Block,Beverages,4,2334,15600,50
304,47,Sharief Bhai,Koramangala 5th Block,Desserts,4,2334,15600,50
305,48,Sri Udupi Food Hub,Koramangala 7th Block,South Indian,4,5,1961,50
306,48,Sri Udupi Food Hub,Koramangala 7th Block,Chinese,4,5,1961,50
307,49,Imperial Restaurant,Indiranagar,Mughlai,3.900000095,316,7101,50
308,49,Imperial Restaurant,Indiranagar,North Indian,3.900000095,316,7101,50
309,49,Imperial Restaurant,Indiranagar,Biryani,3.900000095,316,7101,50
310,49,Imperial Restaurant,Indiranagar,Chinese,3.900000095,316,7101,50
311,49,Imperial Restaurant,Indiranagar,Seafood,3.900000095,316,7101,50
312,49,Imperial Restaurant,Indiranagar,Ice Cream,3.900000095,316,7101,50
313,49,Imperial Restaurant,Indiranagar,Desserts,3.900000095,316,7101,50
314,49,Imperial Restaurant,Indiranagar,Beverages,3.900000095,316,7101,50
315,50,WarmOven Cake & Desserts,Indiranagar,Bakery,4,0,11900,50
316,50,WarmOven Cake & Desserts,Indiranagar,Desserts,4,0,11900,50
317,50,WarmOven Cake & Desserts,Indiranagar,Ice Cream,4,0,11900,50
318,50,WarmOven Cake & Desserts,Indiranagar,Shake,4,0,11900,50
319,51,Paakashala,Jayanagar,North Indian,4.199999809,0,1572,50
320,51,Paakashala,Jayanagar,Chinese,4.199999809,0,1572,50
321,51,Paakashala,Jayanagar,Biryani,4.199999809,0,1572,50
322,51,Paakashala,Jayanagar,Desserts,4.199999809,0,1572,50
323,51,Paakashala,Jayanagar,Beverages,4.199999809,0,1572,50
324,52,Asha Sweet Center,Basavanagudi,Mithai,4.5,33,695,50
325,53,Paradise Biryani,JP Nagar,Biryani,3.799999952,2063,21600,50
326,53,Paradise Biryani,JP Nagar,North Indian,3.799999952,2063,21600,50
327,53,Paradise Biryani,JP Nagar,Kebab,3.799999952,2063,21600,50
328,54,Ambur Star Briyani Since 1890,Indiranagar,Biryani,4.199999809,95,6050,50
329,54,Ambur Star Briyani Since 1890,Indiranagar,Chettinad,4.199999809,95,6050,50
330,54,Ambur Star Briyani Since 1890,Indiranagar,Chinese,4.199999809,95,6050,50
331,54,Ambur Star Briyani Since 1890,Indiranagar,North Indian,4.199999809,95,6050,50
332,55,Truffles,St. Marks Road,Burger,4.400000095,1959,422,50
333,55,Truffles,St. Marks Road,American,4.400000095,1959,422,50
334,55,Truffles,St. Marks Road,Bakery,4.400000095,1959,422,50
335,55,Truffles,St. Marks Road,Italian,4.400000095,1959,422,50
336,55,Truffles,St. Marks Road,Oriental,4.400000095,1959,422,50
337,55,Truffles,St. Marks Road,Continental,4.400000095,1959,422,50
338,55,Truffles,St. Marks Road,Beverages,4.400000095,1959,422,50
339,55,Truffles,St. Marks Road,Desserts,4.400000095,1959,422,50
340,56,Dindigul Thalappakatti,Brigade Road,Biryani,3.900000095,103,2231,50
341,56,Dindigul Thalappakatti,Brigade Road,North Indian,3.900000095,103,2231,50
342,56,Dindigul Thalappakatti,Brigade Road,South Indian,3.900000095,103,2231,50
343,56,Dindigul Thalappakatti,Brigade Road,Chinese,3.900000095,103,2231,50
344,56,Dindigul Thalappakatti,Brigade Road,Seafood,3.900000095,103,2231,50
345,56,Dindigul Thalappakatti,Brigade Road,Beverages,3.900000095,103,2231,50
346,57,Chaayos Chai+Snacks=Relax,Cunningham Road,Tea,4.099999905,75,454,200
347,57,Chaayos Chai+Snacks=Relax,Cunningham Road,Beverages,4.099999905,75,454,200
348,58,The Belgian Waffle Co.,Basavanagudi,Waffle,4.400000095,30,1501,200
349,58,The Belgian Waffle Co.,Basavanagudi,Pancake,4.400000095,30,1501,200
350,58,The Belgian Waffle Co.,Basavanagudi,Desserts,4.400000095,30,1501,200
351,58,The Belgian Waffle Co.,Basavanagudi,Beverages,4.400000095,30,1501,200
352,58,The Belgian Waffle Co.,Basavanagudi,Ice Cream,4.400000095,30,1501,200
353,59,Chinese Wok,Hosur Road,Chinese,3.599999905,0,1240,200
354,59,Chinese Wok,Hosur Road,Momos,3.599999905,0,1240,200
355,59,Chinese Wok,Hosur Road,Sichuan,3.599999905,0,1240,200
356,60,Glen's Bakehouse,Lavelle Road,Bakery,4.400000095,1501,5129,200
